x,y
0.10321315,0.078317481
0.126648993,0.076644802
0.151887593,0.090026238
0.186139979,0.098389636
0.21678685,0.106753034
0.236617179,0.113443752
0.260053022,0.140206625
0.272672322,0.140206625
0.310530223,0.146897343
0.339374337,0.150242703
0.37542948,0.165296819
0.420498409,0.178678255
0.451145281,0.193732371
0.460159067,0.217149885
0.474581124,0.225513283
0.544888653,0.255621515
0.517847296,0.255621515
0.543085896,0.255621515
0.548494168,0.279039029
0.557507953,0.305801902
0.562916225,0.310819941
0.582746554,0.344273532
0.591760339,0.361000328
0.600774125,0.369363726
0.618801697,0.389435881
0.640434783,0.402817317
0.663870626,0.401144638
0.68009544,0.394453919
0.710742312,0.374381765
0.721558855,0.364345687
0.734178155,0.347618891
0.750402969,0.330892096
0.797274655,0.300783864
0.770233298,0.31583798
0.836935313,0.302456543
0.882004242,0.290747786
0.87659597,0.322528698
0.894623542,0.345946212
0.903637328,0.381072483
0.903637328,0.411180715
0.901834571,0.463033782
0.916256628,0.499832732
0.925270414,0.54499508
0.921664899,0.576775992
0.950509014,0.618592981
0.9595228,0.638665136
0.970339343,0.657064611
0.981155885,0.698881601
0.970339343,0.725644474
0.970339343,0.782515579
0.970339343,0.789206297
0.9721421,0.795897015
0.973944857,0.797569695
0.9847614,0.805933093
0.181984413,0.093323376
0.225419844,0.067085373
0.148878474,0.087916232
0.390223091,0.159921104
0.325045587,0.162300159
0.460480283,0.171288663
0.473705779,0.269577726
0.548792381,0.224767427
0.542900559,0.306580695
0.562957796,0.29327132
0.654314133,0.38782329
0.756516536,0.378708143
0.521162207,0.233413404
0.804812392,0.344104219
0.873477444,0.295389942
0.803589909,0.305143642
0.922857462,0.462587132
0.95726347,0.532317633
0.944473795,0.709088968
