x,y
0.10626861196636425,0.1518671613026196
0.10102960012994841,0.11392040047697091
0.02268547255686535,0.14646001693735952
0.10538745958820744,0.17664789932204472
0.04020995585243073,0.19742643016204656
0.054859922592759555,0.18299742014031134
0.028424761236794986,0.23946949364252032
0.11252514867512202,0.21305867034955303
0.059761640287877366,0.28316318121203665
0.06900233432238657,0.24643629222109054
0.1333173146895865,0.30084395202862496
0.1634094308477247,0.2867107670470701
0.1245556325196865,0.2902845091864848
0.0963288284339725,0.36919441237127043
0.19383799503890392,0.3622971243321452
0.13476700325706933,0.38041422272140224
0.16029118414750668,0.3120459711057708
0.2001054639829044,0.2981424932894264
0.21615990280392033,0.43811487767820534
0.2412992872498383,0.3264880557677711
0.27517144241243996,0.3332189953943028
0.2472878199648575,0.30665008907595953
0.2566049002744085,0.23252677754481613
0.29948713164665913,0.2716436218945277
0.35316465053585033,0.22339990166657764
0.32810424934604127,0.2857665037841585
0.35213235413289995,0.16442567500276578
0.40921762618892005,0.22249342922999596
0.4011807303419189,0.2830872462552063
0.4048428295954987,0.23860805011278313
0.3785047058768235,0.26942829719349287
0.41936707106153576,0.20464856013323396
0.43625898194791785,0.2757835983308826
0.44820206036650456,0.21725457878181131
0.47290839739761215,0.2861408682906839
0.39650496881179037,0.3555266985712405
0.49814386437989666,0.46989461402811383
0.48335528155749236,0.47493889751941365
0.5376461860885772,0.48771560634044986
0.5723315367480905,0.5583051581019263
0.5112890716408993,0.583754633550324
0.5437507269093658,0.6258701424123535
0.5941623056583879,0.6451889817857789
0.5923990507529182,0.6229965576187081
0.5654150446034351,0.7064280110246761
0.6270017793265034,0.6484271999135495
0.6695786552358656,0.6580721033035826
0.6302675131635418,0.6391289170882228
0.6356232369554934,0.5318804232218336
0.6409769746520884,0.5275944284702136
0.6287932646412242,0.5455060997910216
0.6926374141383447,0.5291277273141958
0.7356309272679941,0.45559995189912633
0.7455036016479378,0.5218414617655458
0.6881560949561253,0.42416899895157256
0.7129488955023918,0.45921688410757366
0.7673768220639345,0.4970047194306139
0.8175987996668294,0.5157260171360071
0.7940062750857936,0.5163660669596231
0.7599151235150362,0.6681491899975311
0.7879468433218475,0.6785673688094171
0.813543201015871,0.7839380457739743
0.8400786236610132,0.814584357557761
0.7729484277465181,0.9312693675621087
0.910647051896692,0.8403087365554236
0.8471362965980599,0.9010184498750174
0.9459063233819968,0.8856677816811237
0.9603789656499334,0.9317732323051074
0.8880497927517574,0.9338639073409012
0.9722212298752991,0.8987151589679283
0.9806186594391051,0.9146323560774254
0.9433751814609548,0.849812806664942
0.9786792844228155,0.8523748354074246
0.9919698319479828,0.9443934575323781
0.9985605700156693,0.8188567904914745
0.9527467982897889,0.830231273136704
0.9967835960567569,0.8156864069443066
0.9947464014078534,0.7643979256115657
0.8694117297990646,0.76671816448448
