x,y
0.23786988450082872,0.21375630528425285
0.23263087266441287,0.17580954445860417
0.15608950224933618,0.19664040394949464
0.23879148928067828,0.2151195293646816
0.17361398554490157,0.21749858496690058
0.18826395228523038,0.1863427792744537
0.16002603377125946,0.2260880571059509
0.23511263541955468,0.18127775857520076
0.17513809840028458,0.23967351246818613
0.17175949232874924,0.18789250737359953
0.22165241543189826,0.2255733715104222
0.23732247432598555,0.18802267258987096
0.18945489020791553,0.1731969394915028
0.14680602885815064,0.22701664917022085
0.23169589535703755,0.2017198858933128
0.16180836062716478,0.2114735864472139
0.18012151288557668,0.1431053348315825
0.18748616387685987,0.13254721614938042
0.18010475964379308,0.2842283575076576
0.185413815351641,0.18932833126793508
0.2102721847242109,0.20944070743103602
0.17517753364460295,0.19792591721633343
0.17367807100611574,0.14722011962418638
0.20213824511431547,0.20306375964460963
0.2269716494754049,0.17321951465444252
0.18568643386353859,0.24060415547323694
0.1844759384383081,0.12929940409427115
0.6994615286279444,0.682480310174568
0.6679887897268606,0.7564555637363477
0.6355957458203132,0.7203397654292804
0.6038493506276188,0.7511600125099902
0.6356979300222992,0.6813622367485177
0.6381677836446304,0.7307524405742412
0.6392943191151791,0.633751790982533
0.6603951418302739,0.6658391300158397
0.5803861989284395,0.6783538550159766
0.6766168230225267,0.7509047812960706
0.6492089400940778,0.7191501143118046
0.6890777873611117,0.6817464361207057
0.703932809282555,0.702155600870047
0.6320738012273257,0.6908061258428789
0.6447051277577222,0.6994680433634851
0.6734836206106679,0.6903513300967005
0.6645093370731727,0.6614681876613451
0.6267087879756514,0.7448996410673131
0.6558458938546052,0.7052983051939693
0.6767896838678911,0.7417060816571411
0.6230564845315164,0.7445077298137066
0.6175956653754298,0.6556587111851003
0.6157383744399993,0.6647541529700497
0.5963436357971097,0.6943745812603558
0.643962970872173,0.6997410431554553
0.6743371838957778,0.647958102112311
0.17222682540191442,0.7275810485152998
0.09504898997203183,0.643290022237896
0.1036169760962411,0.6800105869609683
0.12559527381366933,0.7060896653145102
0.15959243699450695,0.6763032555748395
0.13599991241347112,0.605018084014395
0.10190876084271375,0.7049481404730968
0.12994048064952507,0.6618405731387054
0.14832580971152298,0.7003040674204157
0.16404468940862701,0.6640431965213557
0.08429519338808734,0.7255297808123546
0.20576900311620408,0.6094789562996019
0.13324446202754023,0.6634979513509112
0.21759243154742605,0.6431292444558039
0.20682647360327377,0.6892346950797876
0.12908902923107868,0.6913253701155814
0.19883840909056946,0.661194660443822
0.19641929570633734,0.6904932940898885
0.1483592747801488,0.6390551812139744
0.17645234910998406,0.6583440056271688
0.18613738231913868,0.7637440642886916
