x,y
0.04552492046659594,0.1535880616595604
0.04913043478260867,0.16696949819612983
0.05634146341463413,0.1920596917021974
0.06535524920466594,0.21882256477533613
0.0725662778366914,0.23053132174483426
0.08698833510074229,0.24056739914726133
0.09239660657476138,0.257294194817973
0.1014103923647932,0.2706756313545424
0.1158324496288441,0.2940931452935388
0.12664899257688225,0.30412922269596576
0.14287380699893953,0.3074745818301081
0.16090137857900316,0.3074745818301081
0.1735206786850477,0.28405706789111174
0.18073170731707314,0.2706756313545424
0.18433722163308588,0.24725811741554593
0.18613997879109223,0.23387668087897662
0.1933510074231177,0.22551328304362073
0.22039236479321314,0.23220400131190544
0.24022269353128314,0.26063955395211535
0.24563096500530227,0.29074778615939645
0.24743372216330858,0.33423745490324686
0.24022269353128314,0.3593276484093144
0.2384199363732768,0.3977992784519514
0.25103923647932136,0.42456215152509014
0.2600530222693532,0.432925549360446
0.2780805938494168,0.42958019022630367
0.30331919406150587,0.4061626762873073
0.31413573700954406,0.374381764512955
0.3231495227995759,0.34929157100688746
0.35920466595970313,0.3442735323056739
0.3826405090137858,0.3610003279763856
0.4024708377518558,0.38107248278123973
0.413287380699894,0.3827451623483108
0.4223011664899258,0.3760544440800262
0.4385259809119831,0.3476188914398163
0.4565535524920467,0.3175106592325352
0.4890031813361613,0.31918333879960636
0.5232555673382822,0.3777271236470974
0.5016224814422058,0.34260085273860275
0.5214528101802758,0.36267300754345677
0.5232555673382822,0.39278123975073787
0.5358748674443267,0.4262348310921613
0.5358748674443267,0.4713971794030829
0.537677624602333,0.4931420137750081
0.5394803817603394,0.5031780911774352
0.5466914103923649,0.5282682846835027
0.5394803817603394,0.5684125942932108
0.5394803817603394,0.5935027877992785
0.5448886532343585,0.6152476221712037
0.5701272534464475,0.6420104952443424
0.5755355249204667,0.6487012135126271
0.5899575821845175,0.6520465726467695
0.6025768822905622,0.6403378156772712
0.616998939554613,0.6152476221712037
0.636829268292683,0.6052115447687766
0.6602651113467657,0.6035388652017054
0.6800954400848357,0.6052115447687766
0.6981230116648993,0.628629058707773
0.7143478260869566,0.6487012135126271
0.7251643690349948,0.6654280091833388
0.7269671261930012,0.6654280091833388
0.7576139978791093,0.6687733683174811
0.037107529820916245,0.1782409287117118
0.15045638853836651,0.2519184798402474
0.1285450565947425,0.31451399985702855
0.23333288123538945,0.20474225451223665
0.2339390772495204,0.32979419026436346
0.3036174074237965,0.34520035614817557
0.2544594133525646,0.4771940109922924
0.3105717934952392,0.39865013282456707
0.36587298807240737,0.3945140077846105
0.4284147330746601,0.3368911540592052
0.47789603548893367,0.29362986832062715
0.45147198856122606,0.35246761670055876
0.5706142410622339,0.3622971243321452
0.5115432492803993,0.4138678140628257
0.5352646730128302,0.37560779465447536
0.5372210525300943,0.421920781252693
0.5352479197710466,0.6405091052938171
0.5495707612689263,0.6024801843345143
0.6267090882236808,0.6644095496743946
0.6276695803042001,0.6127504498499838
0.6532114750358083,0.543645177020054
0.6996992207240718,0.5994888170404773
0.7551794967712693,0.5780079698856659
0.7499494243195303,0.6989183568507378
0.6784313997320516,0.517361063654783
